record_id,label_true,affiliation
8087,8151,"Department of Computer Science, Brandeis University, USA"
1533,1009,"Department of Computer Science, Brandeis University, Waltham, MA"
728,9625,"Department of Computer Science, Brown University"
7917,9625,"Department of Computer Science, Brown University, RI 02912, Providence, USA"
8085,8151,"Department of Computer Science, Brown University, USA"
8575,9063,"Department of Computer Science, Carnegie Mellon University, Pittsburgh, USA"
8502,1451,"Department of Computer Science, Center for Automation Research Institute for Advanced Computer Studies, University of Maryland, USA"
6967,4814,"Department of Computer Science, City University of Hong Kong, 83 Tat Chee Avenue, Kowloon, Hong Kong"
1522,4814,"Department of Computer Science, City University of Hong Kong, Hong Kong"
762,4814,"Department of Computer Science, City University of Hong Kong, Kowloon Tong, Hong Kong SAR, China"
1274,4814,"Department of Computer Science, City University of Hong Kong, Kowloon, Hong Kong"
1750,4923,"Department of Computer Science, Cornell University"
1103,1284,"Department of Computer Science, Darmstadt University of Technology"
8571,6521,"Department of Computer Science, Drop and Statistics, University of São Paulo at São Carlos, São Carlos, Brazil"
510,8151,"Department of Computer Science, Duke University"
1067,8151,"Department of Computer Science, Duke University, Durham, NC"
8510,8151,"Department of Computer Science, Fudan University, China"
9332,9332,"Department of Computer Science, Global Scientific Information and Computing Center, Tokyo Institute of Technology, Tokyo, Japan 152-8552"
9306,9306,"Department of Computer Science, Harbin Institute of Technology, Harbin, China"
1915,1810,"Department of Computer Science, Hong Kong University of Science and Technology"
1034,1810,"Department of Computer Science, Hong Kong University of Science and Technology, Clear Water Bay, Hong Kong"
7811,1810,"Department of Computer Science, Hong Kong University of Science and Technology, Clear Water Bay, Kowloon, China; e-mail: luhj&commat;cs.ust.hk"
1525,1810,"Department of Computer Science, Hong Kong University of Science and Technology, Clearwater Bay, Hong Kong"
516,1810,"Department of Computer Science, Hong Kong University of Science and Technology, Hong Kong"
8683,1810,"Department of Computer Science, Hong Kong University of Science and Technology, Kowloon, Hong Kong, China"
7745,1451,"Department of Computer Science, Institute for Advanced Computer Studies & Institute for Systems Research, University of Maryland, College Park, MD 20742, USA; e-mail: {elemar,vs}@cs.umd.edu"
8890,8542,"Department of Computer Science, Korea Advanced Institute of Science and Technology (KAIST), Daejeon, South Korea"
8012,8012,"Department of Computer Science, Monmouth University, NJ 07764, West Long Branch, USA"
9345,9345,"Department of Computer Science, National Chengchi University, Taipei, Taiwan, ROC"
8802,8802,"Department of Computer Science, National Chiao Tung University, Hsinchu, Taiwan, ROC"
9343,8802,"Department of Computer Science, National Tsing Hua University, Hsinchu, Taiwan, ROC"
1914,8694,"Department of Computer Science, National University of Singapore"
8013,8694,"Department of Computer Science, National University of Singapore, 3 Science Drive 2, 117543, Singapore"
6723,8694,"Department of Computer Science, National University of Singapore, 3 Science Drive 2, Singapore"
7768,8694,"Department of Computer Science, National University of Singapore, 3 Science Drive 2, Singapore 117543; E-mail: tankl@comp.nus.edu.sg"
8330,8694,"Department of Computer Science, National University of Singapore, Singapore"
6918,8694,"Department of Computer Science, National University of Singapore, Singapore 117543"
9307,8694,"Department of Computer Science, National University of Singapore, Singapore, Singapore"
6532,8694,"Department of Computer Science, National University of singapore,SINGAPORE"
8379,8769,"Department of Computer Science, Purdue University, USA"
727,8769,"Department of Computer Science, Purdue University, West Lafayette, IN"
8800,8769,"Department of Computer Science, Purdue University, West Lafayette, USA 47907"
7888,7888,"Department of Computer Science, Southwest Texas State University, San Marcos, TX 78666 USA; e-mail: angu@swt.edu"
8078,8151,"Department of Computer Science, Stanford University, USA"
6565,8338,"Department of Computer Science, Stanford, CA"
773,773,"Department of Computer Science, State University of New York at Stony Brook, Stony Brook, NY"
8055,705,"Department of Computer Science, SUNY at Binghamton, USA"
1115,1640,"Department of Computer Science, Swiss Federal Institute of Technology (ETHZ), ETH Zentrum, Zürich, Switzerland"
1055,6866,"Department of Computer Science, The Technion, Haifa, Israel"
9330,9332,"Department of Computer Science, Tokyo Institute of Technology, Tokyo, Japan 152-8552"
6775,6775,"Department of Computer Science, University of Arizona, AZ"
1483,6775,"Department of Computer Science, University of Arizona, Tucson, AZ"
1734,1734,"Department of Computer Science, University of British Columbia"
6496,1734,"Department of Computer Science, University of British Columbia, Vancouver, BC V6T 1Z4 Canada"
538,1734,"Department of Computer Science, University of British Columbia, Vancouver, Canada"
8695,1451,"Department of Computer Science, University of Calgary, Calgary, Canada"
8154,1451,"Department of Computer Science, University of Calgary, Canada"
8356,8356,"Department of Computer Science, University of California at Davis, USA"
677,8356,"Department of Computer Science, University of California Santa Barbara, Santa Barbara, CA"
855,855,"Department of Computer Science, University of California Santa Cruz, Santa Cruz, CA"
7714,8888,"Department of Computer Science, University of California, Los Angeles, California 90095, USA; e-mail: &lcub;csy,zaniolo&rcub;@cs.ucla.edu"
1921,1027,"Department of Computer Science, University of California, Riverside"
6860,8356,"Department of Computer Science, University of California, Santa Barbara"
6843,8356,"Department of Computer Science, University of California, Santa Barbara, CA"
7790,7790,"Department of Computer Science, University of Chile, Blanco Encalada 2120, Santiago, Chile; e-mail: gnavarro@dcc.uchile.cl"
8174,1451,"Department of Computer Science, University of Helsinki, Finland"
7894,1451,"Department of Computer Science, University of Helsinki, Helsinki, Finland"
515,8992,"Department of Computer Science, University of Hong Kong, Hong Kong"
8686,4814,"Department of Computer Science, University of Hong Kong, Hong Kong, China"
9486,8992,"Department of Computer Science, University of Hong Kong, Hong Kong, Hong Kong"
8876,8057,"Department of Computer Science, University of Illinois at Chicago, Chicago, USA"
8361,8057,"Department of Computer Science, University of Illinois at Chicago, USA"
7947,7856,"Department of Computer Science, University of Illinois at Urbana-Champaign, IL 61801, Urbana, USA"
570,7856,"Department of Computer Science, University of Illinois at Urbana-Champaign, Urbana, IL"
8145,1451,"Department of Computer Science, University of Magdeburg, Germany"
1688,1688,"Department of Computer Science, University of Magdeburg, Magdeburg, Germany"
1423,1451,"Department of Computer Science, University of Maryland"
6528,1451,"Department of Computer Science, University of Maryland, College Park"
8066,1451,"Department of Computer Science, University of Maryland, USA"
6912,6912,"Department of Computer Science, University of Massachusetts, Amherst, MA"
8242,6912,"Department of Computer Science, University of Massachusetts, USA"
6763,9487,"Department of Computer Science, University of Minnesota, Minneapolis, MN"
1422,651,"Department of Computer Science, University of Pittsburgh"
8065,1451,"Department of Computer Science, University of Pittsburgh, USA"
7990,8888,"Department of Computer Science, University of Southern California, CA 90088, Los Angeles, USA"
1939,723,"Department of Computer Science, University of Southern California, Los Angeles, CA"
8752,8888,"Department of Computer Science, University of Southern Maine, Portland, USA"
7989,7989,"Department of Computer Science, University of Texas at Dallas, TX 75083-0688, Richardson, USA"
2071,2091,"Department of Computer Science, University of Toronto"
7791,2091,"Department of Computer Science, University of Toronto, 10 King's College Road, Toronto, ON, M5S 1A4, Canada"
8809,2091,"Department of Computer Science, University of Toronto, Bahen Center for Information Technology, Toronto, Canada M5S 2E4"
8159,1451,"Department of Computer Science, University of Toronto, Canada"
9480,2091,"Department of Computer Science, University of Toronto, Toronto, Canada"
8679,2091,"Department of Computer Science, University of Toronto, Toronto, Canada M5S 3G4"
7789,2091,"Department of Computer Science, University of Toronto, Toronto, Canada; E-mail: mendel@cs.toronto.edu"
6944,2091,"Department of Computer Science, University of Toronto, Toronto, ON, Canada"
7799,8748,"Department of Computer Science, University of Waterloo, 200 University Avenue West, Waterloo, Ontario N2L 3G1, Canada e-mail: {apmarathe,kmsalem}@uwaterloo.ca"
7671,8125,"Department of Computer Science, University of Wisconsin-Madison, 1210 West Dayton Street, Madison, WI 53706-1685, USA; e-mail: &lcub;dewitt, markhill&rcub;&commat;cs.wisc.edu"
7885,7885,"Department of Computer Science, Virginia Tech, 7054 Haycock Road, Falls Church, VA 22043 USA; e-mail: {brahim,athman}@vt.edu"
7956,7885,"Department of Computer Science, Virginia Tech, 7054 Haycock Road, VA 22043, Falls Church, USA"
9426,8674,"Department of Computer Science, Virginia Tech, Blacksburg, USA 24061"
1356,1356,"Department of Computer Science, Wichita State University, Wichita, KS"
7984,7984,"Department of Computer Science, Worcester Polytechnic Institute, MA 01609-2280, Worcester, USA"
8243,7984,"Department of Computer Science, Worcester Polytechnic Institute, USA"
907,7984,"Department of Computer Science, Worcester Polytechnic Institute, Worcester, MA"
6740,9505,"Department of Computer Science, Wright State University, Dayton, OH"
887,887,"Department of Computer Science, Zhejiang University, HangZhou, P.R.China"
7958,8769,"Department of Computer Sciences, Purdue University, 250 N. University Street, IN 47907, West Lafayette, USA"
7889,8769,"Department of Computer Sciences, Purdue University, 250 N. University Street, West Lafayette, IN 47907 USA; e-mail: ake@cs.purdue.edu"
8060,8769,"Department of Computer Sciences, Purdue University, USA"
1512,8769,"Department of Computer Sciences, Purdue University, West Lafayette IN"
1216,8769,"Department of Computer Sciences, Purdue University, West Lafayette, IN"
7882,8769,"Department of Computer Sciences, Purdue University, West Lafayette, IN 47907-1398, USA"
732,8769,"Department of Computer Sciences, Purdue University, West Lafayette, Indiana"
8696,8769,"Department of Computer Sciences, Purdue University, West Lafayette, USA"
9388,8769,"Department of Computer Sciences, Purdue University, West Lafayette, USA 47907-2107"
1064,8125,"Department of Computer Sciences, University of Wisconsin-Madison"
7910,8125,"Department of Computer Sciences, University of Wisconsin-Madison, 1210 W. Dayton Street, WI 53706, Madison, USA"
6851,8125,"Department of Computer Sciences, University of Wisconsin, Madison"
1409,8125,"Department of Computer Sciences, University of Wisconsin, Madison, Madison, WI"
2161,7984,"Department of Computer, Science, Worcester Polytechnic Institute, Worcester, MA"
7788,7788,"Department of Computing Science, University of Alberta, Alberta, Canada; E-mail: drafiei@cs.ualberta.ca"
6727,7788,"Department of Computing Science, University of Alberta, Edmonton, Alberta, Canada"
7681,7681,"Department of Computing Science, University of Glasgow, Glasgow, G12 8QQ, UK; e-mail: &lcub;ela,mpa,rwi&rcub;&commat;dcs.gla.ac.uk"
7812,7856,"Department of Computing Science, University of Illinois at Urbana-Champaign, 1304 West Springfield Ave, IL 61801 USA; e-mail: hanj&commat;cs.uiuc.edu"
1039,1640,"Department of CS, ETHZ, Zürich, Switzerland"
8692,8694,"Department of CS, National University of Singapore, Singapore, Singapore"
9681,9681,"Department of CS, Portland State University"
7922,2176,"Department of EECS and Laboratory of Computer Science, M.I.T., MA 02139, Cambridge, USA"
8083,2176,"Department of EECS and Laboratory of Computer Science, Massachussetts Institute of Technology, USA"
532,532,"Department of EECS, University of Michigan"
1720,532,"Department of EECS, University of Michigan, Ann Arbor, MI"
8661,532,"Department of EECS, University of Michigan, Ann Arbor, USA"
8701,532,"Department of EECS, University of Michigan, Ann Arbor, USA 48109"
1322,2091,"Department of Electrical and Computer Engineering and Department of Computer Science, Univerity of Toronto, Ontario, Canada"
1659,2091,"Department of Electrical and Computer Engineering and Department of Computer Science, University of Toronto, Canada"
8354,9063,"Department of Electrical and Computer Engineering, Carnegie Mellon University, USA"
9294,32,"Department of Electrical Engineering and Computer Science, Case Western Reserve University, Cleveland, USA 44106"
8363,8363,"Department of Electrical Engineering and Computer Science, Northwestern University, USA"
6799,532,"Department of Electrical Engineering and Computer Science, University of Michigan"
1117,532,"Department of Electrical Engineering and Computer Science, University of Michigan, Ann Arbor, MI"
7925,543,"Department of Electrical Engineering and Computer Sciences, University of California at Berkeley, CA 94720, Berkeley, USA"
8505,6969,"Department of Electrical Engineering, National Taiwan University, ROC"
8732,6969,"Department of Electrical Engineering, National Taiwan University, Taipei, Taiwan, ROC"
7741,7572,"Department of Electronic and Computer Engineering, National Technical University of Athens, Hellas, Greece; e-mail: timos@cs.ntua.gr"
920,6969,"Department of Electronic Engineering, National Taiwan University of Science and Technology, Taipei, Taiwan and Institute of Information Science, Academia Sinica, Taipei, Taiwan"
8742,7572,"Department of Informatics and Telecommunications, University of Athens, Athens, Greece"
7807,3893,"Department of Informatics, Aristotle University of Thessaloniki, Greece; e-mail: &lcub;alex,manolopo&rcub;&commat;delab.csd.auth.gr"
7742,7952,"Department of Informatics, Athens University of Economics and Business, Hellas, Greece; e-mail: mvazirg@aueb.gr"
8387,8387,"Department of Information and Communication Technology, University of Trento, Italy"
9344,9344,"Department of Information and Computer Engineering, Chung Yuan Christian University, Chung Li, Taiwan, ROC"
6779,6779,"Department of Information and Computer Science, University of California, Irvine, California"
7785,7785,"Department of Information and Software Engineering, George Mason University, Fairfax, Virginia, USA; E-mail: xywang@gmu.edu"
8153,7785,"Department of Information and Software Engineering, George Mason University, USA"
8691,8691,"Department of Information Management, National Sun Yat-Sen University, Kaohsiung, Taiwan"
922,9428,"Department of Mathematics and Computer Science, Emory University, Atlanta, GA and Institute of Information Science, Academia Sinica, Taipei, Taiwan"
530,530,"Department of Mathematics and Computer Science, University of Mannheim"
6673,6673,"Department of Mathematics and Computer Science, University of Marburg, 35032 Marburg, Germany"
1037,6673,"Department of Mathematics and CS, University of Marburg, Marburg, Germany"
2046,2176,"Department of Mechanical Engineering, Massachusetts Inst. of Technology, Cambridge, MA"
1463,9063,"Department of Statistics, Carnegie Mellon University, Pittsburgh, PA"
8063,9063,"Department of Statistics, Carnegie Mellon University, USA"
864,861,"Department of Statistics, The Pennsylvania State University, University Park, PA and Department of Computer Science and Engineering, The Pennsylvania State University, University Park, PA"
1769,3308,"Department of System Engineering and Engineering Management, The Chinese Univ. of Hong Kong, Hong Kong, China"
7810,3308,"Department of Systems Engineering and Engineering Management, Chinese University of Hong Kong, Shatin, N.T., China; e-mail: yu&commat;se.cuhk.edu.hk"
840,3308,"Department of Systems Engineering and Engineering Management, The Chinese Univ. of Hong Kong, Hong Kong, China"
1094,6912,"Dept of Computer Science, University of Massachusetts, Amherst, MA"
1970,543,"Dept of EECS, UC Berkeley"
895,6521,"Dept. de Computação, Inst. de Ciências Matemáticas e de Computação, Universidade de São Paulo, São Carlos, SP, Brazil"
6653,6653,"Dept. of CIS, NJIT, NJ"
6658,8170,"Dept. of Computer Science & Engineering, University of, Washington, Seattle, WA"
1309,7930,"Dept. of Computer Science and Engg., I.I.T., Bombay"
694,3308,"Dept. of Computer Science and Engineering, Chinese University of Hong Kong, New Territories, Hong Kong"
760,1810,"Dept. of Computer Science and Engineering, Hong Kong Univ. of Science and Technology, Clear Water Bay, Hong Kong SAR, China"
6809,7987,"Dept. of Computer Science and Engineering, University of California, San Diego, La Jolla, CA"
655,4923,"Dept. of Computer Science, Cornell University"
1417,8151,"Dept. of Computer Science, Duke University, Durham, NC"
1767,1810,"Dept. of Computer Science, Hong Kong Univ. of Sci. & Tech., Hong Kong, China"
1347,705,"Dept. of Computer Science, SUNY at Binghamton, Binghamton, NY"
1387,1810,"Dept. of Computer Science, The Hong Kong Univ. of Science and Technology, Hong Kong, China"
2179,2179,"Dept. of Computer Science, Tufts University"
1345,8057,"Dept. of Computer Science, U. of Illinois at Chicago, Chicago, IL"
6791,7856,"Dept. of Computer Science, UIUC"
1415,8057,"Dept. of Computer Science, Univ. of Illinois at Chicago, Chicago, IL"
6686,6686,"Dept. of Computer Science, Univ. of Manchester, United Kingdom"
6563,6775,"Dept. of Computer Science, University of Arizona, Tucson, AZ"
788,7856,"Dept. of Computer Science, University of Illinois at Urbana-Champaign"
1851,1451,"Dept. of Computer Science, University of Maryland"
1826,2091,"Dept. of Computer Science, University of Toronto"
6505,8748,"Dept. of Computer Science, University of Waterloo"
6790,705,"Dept. of CS, SUNY at Binghamton, Binghamton, NY"
6789,8057,"Dept. of CS, U. of Illinois at Chicago, Chicago, IL"
6687,7572,"Dept. of Electrical and Computer Eng., National Technical University of Athens, Greece"
1144,8542,"Dept. of Electrical Engineering & Computer Science, Korea Advanced Institute of Science and Technology (KAIST)"
1087,7785,"Dept. of Info. & Software Eng., George Mason University"
8315,7572,"Dept. of Informatics and Telecommunications, University of Athens, Athens, Hellas"
6845,6779,"Dept. of Information and Computer Science, University of California, Irvine"
657,4923,"Dept. of Mechanical & Aerospace Engineering, Cornell University"
6590,6590,"Dept. of Physics and Astronomy, The Johns Hopkins University, Baltimore, MD"
1390,3308,"Dept. of Systems Engineering and Engineering Management, The Chinese Univ. of Hong Kong, Hong Kong, China"
1645,6664,"DIA - Università Roma Tre, Roma, Italy"
9496,9496,"DII, Univ. di Modena e Reggio Emilia, Modena, Italy"
8790,9496,"DIMET Department, University """"Mediterranea"""" of Reggio Calabria, Reggio Calabria, Italy"
8871,8871,"Dip. di Informatica, Univ. di Torino, Torino, Italy"
7817,4258,"Dipartimento di Elettronica e Informazione, Politecnico di Milano, Piazza Leonardo da Vinci 32, 20133 Milan, Italy; E-mail: {bonifati,ceri,parabosc}@elet.polimi.it"
6684,6684,"Dipartimento di Informatica e Sistemistica, Università di Roma """"La Sapienza"""", Italy"
6949,6684,"Dipartimento di Informatica e Sistemistica, Università di Roma """"La Sapienza"""", Via Salaria, 113, Roma, Italy"
6554,6554,"Dipartimento di Matematica Pure ed Applicata, Universita, Degli Studi di L'Aquila, L'Aquila, Italy"
7794,7794,"Dipartimento di Scienze dell'Informazione, Università degli Studi di Milano, Via Comelico 39/41, 20135 Milano, Italy e-mail: bertino@dsi.unimi.it, ugo_capuozzo@rcm.inet.it"
8884,8884,"Distributed Information Systems Laboratory, School of Computer and Communication Sciences, EPFL, EPFL-IC-LSIR, Lausanne, Switzerland 1015"
8017,8017,"Division of Computer Science, Department of Mathematical Sciences, University of North Carolina at Greensboro, Bryan 383, NC 27402-6170, Greensboro, USA"
977,8542,"Division of Computer Science, Korea Advanced Institute of Science and Technology"
7953,7953,"Domaine de Voluceau, INRIA, 78153, Le Chesnay, France"
536,536,Dortmund University
5136,5136,"Dresden Technical University, Dresden, Germany"
443,5136,Dresden University of Technology
2180,5136,"Dresden University of Technology, Database Technology Group"
807,5136,"Dresden University of Technology, Database Technology Group, Dresden, Germany"
5241,5136,"Dresden University of Technology, Dresden, Germany"
953,5136,"Dresden University of Technology, Software Engineering Group, Dresden, Germany"
4842,7880,Drexel University
6934,7794,"DSI-Università di Milano, Via Comelico, 39/41, 20135 Milano Italy"
6933,7794,"DSI-Università di Milano, Via Comelico, 39/41, 20135 Milano, Italy"
1086,7794,"DSI, Università di Milano, Italy"
604,8151,Duke University
2456,8151,"Duke University, Durham, NC"
6009,8151,"Duke University, Durham, NC, USA"
3344,8151,"Duke University, Durham, North Carolina"
8469,8511,"E-Health Research Centre/CSIRO ICT, Australia"
6756,6756,"E.piphany, Inc."
1411,1411,"Ecole Nationale Superieure, de Telecommunications, Paris, France"
581,1411,"École Normale Supérieure de Paris, France"
8941,8884,"Ecole Polytechnique Fédéral de Lausanne & Google, LTAA, Lausanne, Switzerland"
8940,8884,"Ecole Polytechnique Fédéral de Lausanne, LTAA, Lausanne, Switzerland"
205,8884,"Ecole Polytechnique Fédérale de Lausanne (EPFL), Lausanne, Switzerland"
2927,8884,"École Polytechnique Fédérale de Lausanne, Lausanne, Switzerland"
3133,8884,"École Polytechnique Fédérale de Lausanne, Switzerland"
1403,543,"EECS Computer Science Division, UC Berkeley"
903,543,"EECS Computer Science Division, University of California Berkeley, Berkeley, CA"
7893,2179,"EECS Department, Tufts University, Medford, MA"
1795,543,"EECS Department, UC Berkeley"
966,32,"EECS Dept, Case Western Reserve University, Cleveland, Ohio"
2167,543,"EECS Dept., UC Berkeley"
8448,8448,"Eindhoven Technical University, Eindhoven, The Netherlands"
1119,532,"Electrical Engineering and Computer Science, University of Michigan, Ann Arbor, MI"
9262,532,"Electrical Engineering and Computer Science, University of Michigan, Ann Arbor, USA 48109"
1340,6969,"Electrical Engineering Department, National Taiwan University, Taipei, Taiwan, ROC"
8763,9345,"Electrical Engineering Department, National Taiwan University, Taipei, Taiwan, ROC and Department of Engineering Science, National Cheng Kung University, Tainen city, Taiwan, ROC 701"
955,955,"Embedded System Technology Group, Information Technology Lab., LG Electronics Institute of Technology, Seocho-Gu, Seoul, Korea"
7962,7962,"Embrapa - Brazilian Agricultural Research Corporation, Av. Dr. Andre Torsello, 209, SP, 13083-886, Campinas, Brazil"
8590,9428,"Emory University, Atlanta, GA"
3034,8884,EPFL
5739,8884,"EPFL, Lausanne, Switzerland"
3005,8884,"EPFL, Switzerland"
6585,6756,"Epiphany Inc., Palo Alto, CA"
3576,6756,"Epiphany, USA"
1303,1640,ETH Zurich
2625,1640,"ETH Zurich, CH"
7345,1640,"ETH Zürich, CH 8092 Zürich, Switzerland"
308,1640,"ETH Zurich, Switzerland"
182,1640,"ETH Zurich, Zurich"
607,1640,"ETH Zurich, Zurich, Switzerland"
8746,1640,"ETH Zurich, Zurich, Switzerland 8092"
1198,7156,"European Organization for Nuclear Research (CERN), Geneva, Switzerland"
9768,9768,Facebook Data Infrastructure Team
5881,9768,"Facebook, Palo Alto, CA, USA"
6520,6673,Fachbereich Mathematik und Informatik Universität Marburg - Germany
6530,8125,faculty at the University of Wisconsin-Madison
772,772,"Faculty of Computer Science, Free University of Bozen-Bolzano, Bolzano, Italy"
9460,7872,"Faculty of EEMCS, University of Twente, Enschede, The Netherlands 7500AE"
9499,9499,"Faculty of Mathematics and Computer Science, University of Hagen, Hagen, Germany 58084"
1487,530,"Fakultät für Mathematik und Informatik, University of Mannheim, Germany"
7568,9499,FernUniv. Hagen
8284,9499,"FernUniversität Hagen, Hagen, Germany"
4867,4867,FIU
9100,4867,Florida International University
5094,4867,"Florida International University, Miami, FL"
6392,4867,"Florida International University, Miami, FL, USA"
3378,4867,"Florida International University, University Park, Miami, FL, USA"
9399,9399,"Florida State University, Tallahassee, FL"
6135,9399,"Florida State University, Tallahassee, FL, USA"
5764,9399,"Florida State University, Tallahassee, USA"
7945,7945,"Forschungszentrum Informatik (FZI), University of Karlsruhe, 76131, Karlsruhe, Germany"
3532,1140,FORWISS
8141,8141,"France Telecom R&D , France"
8530,772,"Free University of Bozen-Bolzano, Bozen-Bolzano BZ, Italy"
892,772,"Free University of Bozen-Bolzano, Bozen-Bolzano, Italy"
86,772,"Free University of Bozen-Bolzano, Bozen, Italy"
2087,772,"Free University of Bozen-Bolzano, Faculty of Computer Science, Italy"
1178,1178,Fudan University
4516,1178,"Fudan University, China"
915,1178,"Fudan University, Shanghai, China"
7613,7785,"George Mason Univ., Fairfax. VA"
264,7785,George Mason University
2233,7785,"George Mason University, Fairfax, VA"
7900,7785,"George Mason University, Fairfax, Virginia"
6373,7785,"George Mason University, Fairfax, VT, USA"
6076,6076,"George Washington University, Washington D.C., DC, USA"
6449,6076,"George Washington University, Washington, D.C., DC, USA"
3012,6634,Georgia Institute of Technology
7840,6634,"Georgia Institute of Technology, 30332 Atlanta, GA, USA"
6927,6634,"Georgia Institute of Technology, Atlanta, GA"
5864,6634,"Georgia Institute of Technology, Atlanta, GA, USA"
6712,6634,"Georgia Institute of Technology, College of Computing"
8410,6634,"Georgia State University, Atlanta, GA"
3596,6634,Georgia Tech
6482,9768,"Gigabeat, Inc. Palo Alto CA"
9331,9332,"Global Scientific Information and Computing Center, Tokyo Institute of Technology, Tokyo, Japan 152-8552"
2551,2551,Google
776,2551,Google Inc.
2401,2551,"Google Inc., Mountain View, CA"
5771,2551,"Google Inc., Mountain View, CA, USA"
2322,2551,"Google Inc., Mountain View, California"
8644,2551,"Google Inc., Mountain View, USA"
8798,2551,"Google Inc., Mountain View, USA 94043"
3337,2551,"Google, Inc."
3297,2551,"Google, Inc., Mountain View, CA"
6411,2551,"Google, Inc., Mountain View, CA, USA"
9432,2551,"Google, Inc., Mountain View, USA 94043"
8855,2551,"Google, Inc., New York, NY"
5774,2551,"Google, Mountain View, CA, USA"
9600,9600,Greenplum
6277,9600,"Greenplum Inc., San Mateo, CA, USA"
4837,4837,Haifa University
8599,4837,"Haifa University, Haifa, Israel"
8910,4837,"Haifa, Israel"
9020,9306,Harbin Institute of Tech.
3111,9306,Harbin Institute of Technology
42,9306,"Harbin Institute of Technology, China"
3038,9306,"Harbin Institute of Technology, Harbin, China"
2655,2655,"Hasso-Plattner-Institut, Potsdam"
2744,2655,"Hasso-Plattner-Institut, Potsdam, Germany"
393,393,Hebrew University
9458,9458,"Hebrew University of Jerusalem, Jerusalem, Israel"
5491,393,"Hebrew University, Jerusalem, Israel"
1212,1212,"HeliXense Pte Ltd, Singapore"
1210,1212,"HeliXense Pte Ltd., Singapore"
8285,8173,"Helsinki University of Technology, HUT, Finland"
5198,5198,"Hewlett Packard Laboratories, Palo Alto, CA"
6056,5198,"Hewlett Packard Laboratories, Palo Alto, CA, USA"
1218,5198,"Hewlett Packard, Palo Alto, CA"
6940,5198,"Hewlett-Packard Company, 1501 Page Mill Road, Palo Alto, CA"
805,805,"Hewlett-Packard Company, Houston, TX"
320,805,"Hewlett-Packard Company, Tomball Parkway, Houston, TX"
2140,5198,"Hewlett-Packard Laboratories, Palo Alto, CA"
6471,5198,"Hewlett-Packard Laboratories, Palo Alto, California"
3755,5198,Hewlett-Packard Labs
2488,5198,"Hewlett-Packard Labs, Palo Alto, CA"
1185,5198,"Hewlett-Packard, Palo Alto, CA"
9441,9441,"Highbridge Capital Management LLC, USA"
5678,9441,"Highbridge Capital Management LLC, USA, USA"
3372,1810,HKUST
4140,1810,"HKUST, Clear Water bay, Hong Kong"
5403,1810,"HKUST, Hong Kong, China"
4502,4502,Hong Kong Baptist University
5083,4502,"Hong Kong Baptist University, Hong Kong"
268,268,"Hong Kong Polytechnic University, Hung Hom, Hong Kong"
8558,268,"Hong Kong Polytechnic University, Kowloon, Hong Kong"
5676,1810,"Hong Kong Univ. of Science and Technology, Hong Kong, China"
4501,1810,Hong Kong University of Science & Technology
3826,1810,"Hong Kong University of Science & Technology, Hong Kong, China"
3244,1810,Hong Kong University of Science and Technology
41,1810,"Hong Kong University of Science and Technology, China"
2236,1810,"Hong Kong University of Science and Technology, Clear Water Bay, Hong Kong"
4795,1810,"Hong Kong University of Science and Technology, Clear Water Bay, Kowloon, Hong Kong"
3260,1810,"Hong Kong University of Science and Technology, Hong Kong"
2323,1810,"Hong Kong University of Science and Technology, Hong Kong, China"
5325,1810,"Hong Kong University of Science and Technology, Hong Kong, Hong Kong"
5604,1810,"Hong Kong University of Science and Technology, Kowloon, Hong Kong"
6166,8992,"Hong Kong University, Hong Kong, Hong Kong"
9057,5198,"HP Laboratories, Palo Alto, CA"
2530,5198,"HP Labs, Palo Alto, CA"
5805,5198,"HP Labs, Palo Alto, CA, USA"
3419,5198,"HP, Palo Alto, CA, USA"
3242,1810,"Huazhong University of Science and Technology, Hong Kong"
3241,1810,"Huazhong University of Science and Technology, Wuhan, China"
1764,1764,"Humboldt Universität zu Berlin, Berlin, Germany"
1278,1764,"Humboldt-Universität und Fachhochschule für Technik und Wirtschaft, Germany"
3079,1764,Humboldt-Universität zu Berlin
4488,1764,"Humboldt-Universität zu Berlin, Berlin, Germany"
388,1764,"Humboldt-Universität zu Berlin, Germany"
1277,1277,"Humboldt-Universität zu Berlin, Kelman GmbH, Berlin, Germany"
5240,1764,"Humboldt-University zu Berlin, Berlin, Germany"
310,310,"i-TV-T AG, Germany"
180,310,"i-TV-T AG, Unterföhring"
2596,7930,I.I.T. Bombay
4664,7953,"I.N.R.I.A. Rocquencourt, Cedex, France"
7676,7953,"I.N.R.I.A., Rocquencourt, France; e-mail: &lcub;Vincent.Aguilera,Pierangelo.Veltri&rcub;&commat;inria.fr"
3969,3969,IBM
3276,7927,IBM Almaden
2900,7927,"IBM Almaden RC, San Jose, CA"
9064,7927,IBM Almaden Res. Ctr.
38,7927,IBM Almaden Research Center
6549,7927,"IBM Almaden Research Center San Jose , CA"
6588,7927,"IBM Almaden Research Center, 650 Harry Road, San Jose, CA"
7849,7927,"IBM Almaden Research Center, 650 Harry Road, San Jose, CA 95120, USA; E-mail: {shanmuga, shekita, bgl, pirahesh, reinwald}@almaden.ibm.com; barr@cs.cornell.edu; carey@propel.com"
6150,7927,"IBM Almaden Research Center, San Jos, CA, USA"
